"Test Suite","Test Case","Test Step","Step Type","Step Status","Result message","HTTP Code","Execution Date"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_10_32"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_10_32"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_10_32"
"Flow","Header Null","Groovy Script","groovy","OK",","Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_10_35"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_10_35"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_10_35"
"Flow","Header Null","Groovy Script","groovy","OK",","Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_11_28"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_11_28"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_11_28"
"Flow","Header Null","Groovy Script","groovy","OK",","Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_11_34"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_11_34"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_11_34"
"Flow","Header Null","Groovy Script","groovy","OK",","Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_30_25"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_30_25"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_30_25"
